Address,Historic Name of Resource,Building Type,Freestanding or Other,Style,SubStyle,Primary Style,Approximate,Range,StartDate,EndDate,"NHL
Rating",#C,#  N/C,N/C Reason,latitude,longitude,Street Number,Modifier,Street Direction,Street,Street Type,Notes
418 Presbyterian Avenue,,Mobile Home Park,,Modern Movement,None,Modern Movement,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.738994,-85.384945,418,,,Presbyterian,Avenue,
420 Presbyterian Avenue,,Mobile Home Park,,Modern Movement,None,Modern Movement,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.739243,-85.384871,420,,,Presbyterian,Avenue,
424 Presbyterian Avenue,,Mobile Home Park,,Modern Movement,None,Modern Movement,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.739243,-85.384871,424,,,Presbyterian,Avenue,
428 Presbyterian Avenue,,Mobile Home Park,,Modern Movement,None,Modern Movement,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.739243,-85.384871,428,,,Presbyterian,Avenue,
430 Presbyterian Avenue,,Mobile Home Park,,Modern Movement,None,Modern Movement,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.738994,-85.384945,430,,,Presbyterian,Avenue,
432 Presbyterian Avenue,,Mobile Home Park,,Modern Movement,None,Modern Movement,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.739243,-85.384871,432,,,Presbyterian,Avenue,
618 Presbyterian Avenue,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,1,,,38.739365,-85.387946,618,,,Presbyterian,Avenue,
620 Presbyterian Avenue,,Garage,,None,None,No Style,TRUE,FALSE,1950,1950,N/C,,1,NIP,38.739241,-85.388025,620,,,Presbyterian,Avenue,
623 Presbyterian Avenue,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,2,,,38.739421,-85.388417,623,,,Presbyterian,Avenue,
701 Presbyterian Avenue,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1900,1900,C,1,,,38.739446,-85.388597,701,,,Presbyterian,Avenue,
706 Presbyterian Avenue,,House,,None,None,No Style,TRUE,FALSE,1950,1950,N/C,,1,NIP,38.739854,-85.388868,706,,,Presbyterian,Avenue,
709 Presbyterian Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1950,1950,N/C,,1,NIP,38.739511,-85.388808,709,,,Presbyterian,Avenue,
711 Presbyterian Avenue,,House,,Colonial Revival,None,Colonial Revival,TRUE,FALSE,1940,1940,N/C,,1,NIP,38.739546,-85.388953,711,,,Presbyterian,Avenue,
748 Presbyterian Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1900,1900,N/C,,1,A,38.740206,-85.389815,748,,,Presbyterian,Avenue,
750 Presbyterian Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.740364,-85.389963,750,,,Presbyterian,Avenue,
752 Presbyterian Avenue,,Commercial Building,,None,None,No Style,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.740158,-85.390454,752,,,Presbyterian,Avenue,
754 Presbyterian Avenue,,House,,Vernacular: Other,Hall and Parlor,Other: Hall and Parlor,TRUE,FALSE,1940,1940,N/C,,1,NIP,38.740514,-85.390338,754,,,Presbyterian,Avenue,
755 Presbyterian Avenue,,Garage,,None,None,No Style,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.739944,-85.390913,755,,,Presbyterian,Avenue,
759 Presbyterian Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1940,1940,N/C,,1,NIP,38.740089,-85.390933,759,,,Presbyterian,Avenue,
765 Presbyterian Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1950,1950,N/C,,1,NIP,38.740011,-85.391978,765,,,Presbyterian,Avenue,
796-758 Presbyterian Avenue,,Mobile Home Park,,None,None,No Style,TRUE,FALSE,1980,1980,N/C,,6,NIP,38.740630,-85.391332,796-758,,,Presbyterian,Avenue,
415 Roosevelt Avenue,,House,,Modern Movement,Ranch,Modern Movement: Ranch Style,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.737198,-85.371182,415,,,Roosevelt,Avenue,
416 Roosevelt Avenue,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1920,1920,N/C,,1,A,38.737068,-85.370596,416,,,Roosevelt,Avenue,
418 Roosevelt Avenue,,House,,Modern Movement,None,Modern Movement,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.737252,-85.370643,418,,,Roosevelt,Avenue,
612 Saddletree Lane,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1890,1890,C,1,,,38.739284,-85.374861,612,,,Saddletree,Lane,
615 Saddletree Lane,,House,,Vernacular: Other,Hall and Parlor,Other: Hall and Parlor,TRUE,FALSE,1840,1840,C,1,,,38.738940,-85.375062,615,,,Saddletree,Lane,
715 Saddletree Lane,,House,,None,None,No Style,TRUE,FALSE,1950,1950,N/C,,1,NIP,38.740209,-85.375246,715,,,Saddletree,Lane,
717 Saddletree Lane,,House,,None,None,No Style,TRUE,FALSE,1850,1850,N/C,,1,A,38.740292,-85.375245,717,,,Saddletree,Lane,
725 Saddletree Lane,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,N/C,,1,A,38.740436,-85.375260,725,,,Saddletree,Lane,
819 Saddletree Lane,,House,,Vernacular: Other,Cross Gable,Other: Cross gable,TRUE,FALSE,1900,1900,N/C,,1,A,38.740937,-85.375237,819,,,Saddletree,Lane,
102 Sering Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.736065,-85.370821,102,,,Sering,Street,
104 Sering Street,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.735924,-85.370661,104,,,Sering,Street,
112 Sering Street,Sering Street Culvert,Culvert,,Functional,19th Century,Other: 19th C. Functional,TRUE,FALSE,1850,1850,C,1,,,38.735825,-85.370169,112,,,Sering,Street,
112 Sering Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1855,1855,C,1,,,38.735825,-85.370169,112,,,Sering,Street,
114 Sering Street,,Commercial Building,,Functional,20th Century,Other: 20th C. Functional,TRUE,FALSE,1920,1920,N/C,,1,A,38.735551,-85.369759,114,,,Sering,Street,
116 Sering Street,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1915,1915,C,1,,,38.735371,-85.369280,116,,,Sering,Street,
118 Sering Street,,House,,Federal,None,Federal,TRUE,FALSE,1860,1860,C,1,,,38.735309,-85.368988,118,,,Sering,Street,
Spring Street Stone Culvert Sering Street,Spring Street Stone Culvert,Culvert,,Functional,19th Century,Other: 19th C. Functional,TRUE,FALSE,1880,1880,C,1,,,38.735302,-85.368254,,,,Sering,Street,
City Water Reservoir Sering Street,City Water Reservoir,Utility,,Functional,19th Century,Other: 19th C. Functional,FALSE,FALSE,1846,1846,C,1,,,38.735515,-85.367063,,,,Sering,Street,
202 Shamrock Lane,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1850,1850,C,1,,,38.734255,-85.374936,202,,,Shamrock,Lane,
203 Shamrock Lane,,Barn,,Functional,19th Century,Other: 19th C. Functional,TRUE,FALSE,1870,1870,C,1,,,38.734316,-85.375404,203,,,Shamrock,Lane,
108 St. Michael's Avenue,Eagle Cotton Mill Office,Commercial Building,,Functional,19th Century,Other: 19th C. Functional,TRUE,FALSE,1890,1890,C,1,,,38.733374,-85.372398,108,,,St. Michael's,Avenue,"The Eagle Cotton Mill, located at 108 St. Michael's Avenue, was built in 1884 by Rankin and White. The style of this four-story  building is 19th century functional, with a coursed cut stone foundation, a rectangular plan and walls clad in brick common bond. This mill, that produced cotton twine and yardages, sits on ground that slopes slightly toward the south and faces the Ohio River.  A gravel drive into a yard, enclosed by a chain link fence, is accessible by Vaughn Drive. The complex is so huge that it occupies an entire block. There are no actual porches, but various wood overhangs are present. Three layers of brick segmental arch openings are visible above 30 pane casement windows with stone sills, 25 bays and panel upper light doors with upper transom lights. The roof is nearly flat and made of metal with overhanging eaves. Various industrial related shops and sheds lie to the north, along with one large metal clad modern building. The Eagle Cotton Mill is the most extensive and complete surviving example of industrial architecture built during the 19th century when Madison was a prospering waterfront. There was a ca. 1950 shed roof garage which has now been demolished."
108 St. Michael's Avenue,Eagle Cotton Mill,Commercial Building,,Functional,19th Century,Other: 19th C. Functional,FALSE,FALSE,1884,1884,C,2,,,38.733374,-85.372398,108,,,St. Michael's,Avenue,
111 St. Michael's Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,C,0.5,,,38.732553,-85.372993,111,,,St. Michael's,Avenue,
113 St. Michael's Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,C,0.5,,,38.733078,-85.373342,113,,,St. Michael's,Avenue,
117 St. Michael's Avenue,,House,Duplex,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.733255,-85.373344,117,,,St. Michael's,Avenue,
119 St. Michael's Avenue,,House,Duplex,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.733326,-85.373345,119,,,St. Michael's,Avenue,
121 St. Michael's Avenue,,House,Duplex,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.733375,-85.373006,121,,,St. Michael's,Avenue,
123 St. Michael's Avenue,,House,Duplex,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.733419,-85.373347,123,,,St. Michael's,Avenue,
125 St. Michael's Avenue,,House,,Modern Movement,None,Modern Movement,TRUE,FALSE,1945,1945,N/C,,1,NIP,38.733522,-85.373348,125,,,St. Michael's,Avenue,
127 St. Michael's Avenue,,House,,Modern Movement,None,Modern Movement,TRUE,FALSE,1945,1945,N/C,,1,NIP,38.733615,-85.373352,127,,,St. Michael's,Avenue,
129 St. Michael's Avenue,,House,,Modern Movement,None,Modern Movement,TRUE,FALSE,1945,1945,N/C,,1,NIP,38.733710,-85.373352,129,,,St. Michael's,Avenue,
131 St. Michael's Avenue,,House,,Modern Movement,None,Modern Movement,TRUE,FALSE,1945,1945,N/C,,1,NIP,38.733803,-85.373236,131,,,St. Michael's,Avenue,
133 St. Michael's Avenue,,House,,Modern Movement,None,Modern Movement,TRUE,FALSE,1945,1945,N/C,,1,NIP,38.733886,-85.373241,133,,,St. Michael's,Avenue,
201 St. Michael's Avenue,,House,,Vernacular: Other,Gabled-ell,Other: Gabled-ell,TRUE,FALSE,1900,1900,C,1,,,38.734126,-85.373282,201,,,St. Michael's,Avenue,
204 St. Michael's Avenue,,House,,Vernacular: Other,T-plan,Other: -plan,TRUE,FALSE,1890,1890,C,1,,,38.734156,-85.372705,204,,,St. Michael's,Avenue,
205 St. Michael's Avenue,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1920,1920,C,2,,,38.734269,-85.373282,205,,,St. Michael's,Avenue,
206 St. Michael's Avenue,,House,,Vernacular: Other,Cross Gable,Other: Cross gable,TRUE,FALSE,1890,1890,C,1,,,38.734301,-85.372705,206,,,St. Michael's,Avenue,
207 St. Michael's Avenue,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1920,1920,C,1,,,38.734399,-85.373283,207,,,St. Michael's,Avenue,
209 St. Michael's Avenue,,House,,None,None,No Style,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.734495,-85.373285,209,,,St. Michael's,Avenue,
212 1/2 St. Michael's Avenue,,House,,None,None,No Style,TRUE,FALSE,1910,1910,N/C,,1,A,38.734456,-85.372760,212    ,1/2,,St. Michael's,Avenue,
212 St. Michael's Avenue,,House,Duplex,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.734456,-85.372760,212,,,St. Michael's,Avenue,
311 St. Michael's Avenue,,House,,Modern Movement,Ranch,Modern Movement: Ranch Style,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.735514,-85.373300,311,,,St. Michael's,Avenue,
315 St. Michael's Avenue,,House,,Vernacular: Other,Cross Gable,Other: Cross Gable,TRUE,FALSE,1890,1890,C,1,,,38.735811,-85.373146,315,,,St. Michael's,Avenue,
317 St. Michael's Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1870,1870,C,1,,,38.735950,-85.373149,317,,,St. Michael's,Avenue,
320 St. Michael's Avenue,,House,,Modern Movement,None,Modern Movement,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.735563,-85.372777,320,,,St. Michael's,Avenue,
408 St. Michael's Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1870,1870,C,1,,,38.736761,-85.372772,408,,,St. Michael's,Avenue,
410 A St. Michael's Avenue,,House,Duplex,Vernacular: Other,I-House,Other: I-House,TRUE,FALSE,1870,1870,C,0.5,,,38.736846,-85.372796,410,A,,St. Michael's,Avenue,
410 B St. Michael's Avenue,,House,Duplex,Vernacular: Other,I-House,Other: I-House,TRUE,FALSE,1870,1870,C,0.5,,,38.736846,-85.372796,410,B,,St. Michael's,Avenue,
411 St. Michael's Avenue,,House,,Colonial Revival,None,Colonial Revival,TRUE,FALSE,1920,1920,C,1,,,38.736818,-85.373197,411,,,St. Michael's,Avenue,
412 St. Michael's Avenue,,House,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.736967,-85.372716,412,,,St. Michael's,Avenue,
414 St. Michael's Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1990,1990,N/C,,1,NIP,38.737022,-85.372718,414,,,St. Michael's,Avenue,
415 St. Michael's Avenue,,House,,Modern Movement,Ranch,Modern Movement: Ranch Style,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.737057,-85.373208,415,,,St. Michael's,Avenue,
416 St. Michael's Avenue,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.737093,-85.372715,416,,,St. Michael's,Avenue,
420 1/2 St. Michael's Avenue,,Commercial Building,,Functional,20th Century,Other: 20th C. Functional,TRUE,FALSE,1910,1910,C,2,,,38.737200,-85.372792,420    ,1/2,,St. Michael's,Avenue,
420 St. Michael's Avenue,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1910,1910,C,1,,,38.737200,-85.372792,420,,,St. Michael's,Avenue,
422 St. Michael's Avenue,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,2,,,38.737297,-85.372722,422,,,St. Michael's,Avenue,
424 St. Michael's Avenue,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,2,,,38.737376,-85.372720,424,,,St. Michael's,Avenue,
Telegraph Hill Rock Quarry Telegraph Hill Road,Telegraph Hill Rock Quarry,Quarry,,Other,None,Other,TRUE,FALSE,1870,1870,C,1,,,38.739047,-85.374209,,,,Telegraph Hill,Road,
Telegraph Hill Culvert Telegraph Hill Road,Telegraph Hill Culvert,Culvert,,Other,None,Other,TRUE,FALSE,1880,1880,C,1,,,38.739047,-85.374209,,,,Telegraph Hill,Road,
101 East Vaughn Drive,,Park,,Vernacular Landscape,None,Other: Vernacular Landscape,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.733353,-85.379917,101,,East,Vaughn,Drive,
103 East Vaughn Drive,,Other,,None,None,No Style,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.733334,-85.379610,103,,East,Vaughn,Drive,
125 East Vaughn Drive,,Commercial Building,,Modern Movement,None,Modern Movement,TRUE,FALSE,1950,1950,N/C,,1,NIP,38.732973,-85.379109,125,,East,Vaughn,Drive,
201 East Vaughn Drive,,Commercial Building,,None,None,No style,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.732941,-85.378704,201,,East,Vaughn,Drive,
231 East Vaughn Drive,,Garage,,None,None,No Style,TRUE,FALSE,1990,1990,N/C,,1,NIP,38.732908,-85.378255,231,,East,Vaughn,Drive,
407 East Vaughn Drive,,House,,None,None,No Style,TRUE,FALSE,1900,1900,N/C,,1,A,38.732769,-85.374875,407,,East,Vaughn,Drive,
409 East Vaughn Drive,,Garage,,Functional,20th Century,Other: 20th C. Functional,TRUE,FALSE,1940,1940,N/C,,1,NIP,38.732664,-85.374706,409,,East,Vaughn,Drive,
411 East Vaughn Drive,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.732961,-85.374486,411,,East,Vaughn,Drive,
413 East Vaughn Drive,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1900,1900,C,1,,,38.732649,-85.374519,413,,East,Vaughn,Drive,
512 East Vaughn Drive,,House,,Federal,None,Federal,TRUE,FALSE,1860,1860,C,1,,,38.732760,-85.373166,512,,East,Vaughn,Drive,
616 East Vaughn Drive,,House,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,TRUE,FALSE,1920,1920,C,1,,,38.733323,-85.372324,616,,East,Vaughn,Drive,
Riverfront Development East Vaughn Drive,,Riverfront Development,,None,None,No Style,TRUE,FALSE,1990,1990,N/C,,1,NIP,38.733054,-85.382577,,,East,Vaughn,Drive,
300 West Vaughn Drive,Kiwanis Park,Park,,Vernacular Landscape,None,Other: Vernacular Landscape,FALSE,FALSE,1928,1928,C,1,,,38.733314,-85.382971,300,,West,Vaughn,Drive,
400 West Vaughn Drive,Crystal Beach Swimming Pool,Park,,Bungalow/Craftsman/Foursquare,None,Bungalow/Craftsman,FALSE,FALSE,1938,1938,C,2,,,38.734173,-85.384395,400,,West,Vaughn,Drive,"The Crystal Beach Swimming Pool on the 400 W. Block of Vaughn Drive was constructed in 1938 as a W.P.A. project. The stone building and pool are typical of the period's popular Craftsman style. The two story rectangular building, approximately 40 by 105 feet, sits on a stone foundation, its walls are of irregular rough-cut ashlar stone. A full front porch with stone columns and an upper balcony of wood dominates the facade. Its main entrance is into an open central passage, closed seasonally by a modem garage style door. Windows of the building are square and double hung. The roof is a gable on hip style with expressed rafters under the very wide eaves. The pool is semicircular in shape and surrounded by a lawn with trees. A chain link fence sits atop a stone wall matching the building's materials."
